PARTIDO_POLITICO,TEMAS,MES,TRIMESTRE
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['pensión', 'seguridad']",January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['pensión'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud', 'seguridad']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,['salud'],January,1
Partido Comunista de Chile,"['educación', 'salud']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,['educación'],January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,"['vivienda', 'educación', 'salud', 'seguridad']",January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Comunista de Chile,otros,January,1
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,['seguridad'],June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,June,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,['educación'],May,2
Partido Renovación Nacional,['educación'],May,2
Partido Renovación Nacional,['educación'],May,2
Partido Renovación Nacional,['educación'],May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,"['educación', 'salud', 'seguridad']",May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,['vivienda'],May,2
Partido Renovación Nacional,['vivienda'],May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,['vivienda'],May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,['seguridad'],May,2
Partido Renovación Nacional,otros,May,2
Partido Renovación Nacional,['vivienda'],May,2
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,April,1
Partido Renovación Nacional,otros,March,1
Partido Renovación Nacional,otros,March,1
Partido Renovación Nacional,otros,March,1
Partido Renovación Nacional,['salud'],March,1
Partido Renovación Nacional,otros,March,1
Partido Renovación Nacional,otros,March,1
Partido Renovación Nacional,otros,March,1
Partido Renovación Nacional,"['vivienda', 'seguridad']",March,1
Partido Renovación Nacional,['pensión'],January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Renovación Nacional,otros,January,1
Partido Demócrata Cristiano,['educación'],June,2
Partido Demócrata Cristiano,otros,June,2
Partido Demócrata Cristiano,['educación'],June,2
Partido Demócrata Cristiano,otros,June,2
Partido Demócrata Cristiano,otros,June,2
Partido Demócrata Cristiano,otros,June,2
Partido Demócrata Cristiano,otros,June,2
Partido Demócrata Cristiano,"['economía', 'educación']",June,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,['salud'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['seguridad'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['seguridad'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['seguridad'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['economía'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['seguridad'],May,2
Partido Demócrata Cristiano,['salud'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['seguridad'],May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,"['economía', 'elecciones', 'seguridad']",May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['educación'],May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,otros,May,2
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,"['educación', 'seguridad']",April,1
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,['seguridad'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,['seguridad'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,"['crímenes', 'seguridad']",April,1
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,['inflación'],April,1
Partido Demócrata Cristiano,['educación'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,"['pensión', 'educación']",April,1
Partido Demócrata Cristiano,"['economía', 'educación', 'salud', 'seguridad']",April,1
Partido Demócrata Cristiano,['seguridad'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,['seguridad'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,['seguridad'],April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,April,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,['seguridad'],March,1
Partido Demócrata Cristiano,['educación'],March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,"['educación', 'salud']",March,1
Partido Demócrata Cristiano,['educación'],March,1
Partido Demócrata Cristiano,['salud'],March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,['economía'],March,1
Partido Demócrata Cristiano,"['educación', 'salud']",March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,['seguridad'],March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,otros,March,1
Partido Demócrata Cristiano,['educación'],March,1
Partido Demócrata Cristiano,['transporte'],March,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,"['pensión', 'seguridad']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['transporte'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,"['educación', 'salud', 'seguridad']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud', 'seguridad']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud', 'seguridad']",January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud', 'seguridad']",January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['economía', 'vivienda']",January,1
Partido Demócrata Cristiano,"['economía', 'educación', 'salud']",January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,['educación'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['educación', 'salud']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,['salud'],January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,"['transporte', 'educación']",January,1
Partido Demócrata Cristiano,"['transporte', 'economía', 'educación']",January,1
Partido Demócrata Cristiano,otros,January,1
Partido Demócrata Cristiano,otros,January,1
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,otros,June,2
,otros,June,2
,['seguridad'],June,2
,['seguridad'],June,2
,['seguridad'],June,2
,['seguridad'],June,2
,"['salud', 'seguridad']",June,2
,otros,June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,otros,June,2
,otros,June,2
,otros,June,2
,otros,June,2
,['salud'],June,2
,['crímenes'],June,2
,otros,June,2
,['seguridad'],June,2
,otros,June,2
,['seguridad'],June,2
,['seguridad'],May,2
,['educación'],May,2
,otros,May,2
,['educación'],May,2
,['educación'],May,2
,['educación'],May,2
,['educación'],May,2
,otros,May,2
,otros,May,2
,['seguridad'],May,2
,otros,May,2
,otros,May,2
,otros,May,2
,['seguridad'],May,2
,otros,May,2
,otros,May,2
,otros,May,2
,otros,May,2
,otros,May,2
,otros,May,2
,['vivienda'],May,2
,otros,May,2
,otros,May,2
,otros,May,2
,otros,May,2
,['vivienda'],May,2
,otros,May,2
,['seguridad'],May,2
,['educación'],April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,"['economía', 'salud', 'seguridad']",April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,otros,April,1
,otros,April,1
,['seguridad'],April,1
,otros,April,1
,otros,April,1
,['seguridad'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,"['transporte', 'seguridad']",March,1
,otros,March,1
,otros,March,1
,['seguridad'],March,1
,"['vivienda', 'seguridad']",March,1
,['seguridad'],March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,otros,March,1
,['educación'],March,1
,otros,March,1
,['vivienda'],March,1
,otros,March,1
,otros,March,1
,['seguridad'],March,1
,otros,March,1
,otros,March,1
,['seguridad'],February,1
,['seguridad'],January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['seguridad'],January,1
,otros,January,1
,otros,January,1
,otros,January,1
,otros,January,1
,['seguridad'],January,1
,['seguridad'],January,1
,['seguridad'],January,1
,['seguridad'],January,1
,otros,January,1
,"['salud', 'seguridad']",January,1
,['seguridad'],January,1
,"['economía', 'inflación']",January,1
,['educación'],January,1
,"['educación', 'salud', 'seguridad']",January,1
,otros,January,1
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,"['salud', 'seguridad']",June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,"['educación', 'seguridad']",June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['seguridad'],June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,otros,June,2
Partido Por la Democracia,['elecciones'],May,2
Partido Por la Democracia,['vivienda'],May,2
Partido Por la Democracia,otros,May,2
Partido Por la Democracia,otros,May,2
Partido Por la Democracia,otros,May,2
